ORIGINATOR_TYPE,ORIGINATOR_ID,NOTABLE_TYPE,NOTABLE_ID,CONTENTS
User,2,Sentence,12924,Bad sentence division
User,2,Sentence,12937,Bad sentence division
User,2,Sentence,13204,Bad sentence division
User,2,Sentence,13215,Bad sentence division
User,2,Sentence,13263,Bad sentence division
User,1,Sentence,13309,Bad sentence division
User,2,Sentence,13327,Bad sentence division
User,2,Sentence,13345,Bad sentence division
User,2,Sentence,13346,Bad sentence division
User,2,Sentence,13349,Bad sentence division
User,2,Sentence,13350,Bad sentence division
User,2,Sentence,13372,Bad sentence division
User,2,Sentence,13389,Bad sentence division
User,6,Sentence,13422,Bad sentence division
User,2,Sentence,13434,Bad sentence division
User,2,Sentence,13472,Bad sentence division
User,2,Sentence,13482,Bad sentence division
User,2,Sentence,13522,Bad sentence division
User,6,Sentence,13545,Bad sentence division
User,2,Sentence,13546,Bad sentence division
User,6,Sentence,13557,Bad sentence division
User,2,Sentence,13558,Bad sentence division
User,6,Sentence,13623,Bad sentence division
User,2,Sentence,13664,Bad sentence division
User,3,Sentence,13666,Bad sentence division
User,2,Sentence,13743,Bad sentence division
User,2,Sentence,13747,Bad sentence division
User,2,Sentence,13748,Bad sentence division
User,2,Sentence,13751,Bad sentence division
User,2,Sentence,13752,Bad sentence division
User,2,Sentence,13753,Bad sentence division
User,2,Sentence,13754,Bad sentence division
User,2,Sentence,13780,Bad sentence division
User,2,Sentence,13784,Bad sentence division
User,3,Sentence,13789,Bad sentence division
User,3,Sentence,13793,Bad sentence division
User,2,Sentence,13794,Bad sentence division
User,2,Sentence,13796,Bad sentence division
User,2,Sentence,13802,Bad sentence division
User,2,Sentence,13805,Bad sentence division
User,2,Sentence,13813,Bad sentence division
User,2,Sentence,13832,Bad sentence division
User,2,Sentence,13833,Bad sentence division
User,2,Sentence,13848,Bad sentence division
User,3,Sentence,13873,Bad sentence division
User,2,Sentence,13909,Bad sentence division
User,2,Sentence,13910,Bad sentence division
User,2,Sentence,13964,Bad sentence division
User,2,Sentence,13993,Bad sentence division
User,3,Sentence,13998,Bad sentence division
User,2,Sentence,13999,Bad sentence division
User,2,Sentence,14011,Bad sentence division
User,2,Sentence,14019,Bad sentence division
User,2,Sentence,14039,Bad sentence division
User,2,Sentence,14041,Bad sentence division
User,1,Sentence,14093,Bad sentence division
User,1,Sentence,14094,Bad sentence division
User,2,Sentence,14173,Bad sentence division
User,2,Sentence,14199,Bad sentence division
User,3,Sentence,14200,Bad sentence division
User,2,Sentence,14208,Bad sentence division
User,3,Sentence,14230,Bad sentence division
User,2,Sentence,14238,Bad sentence division
User,11,Sentence,14241,Bad sentence division
User,2,Sentence,14244,Bad sentence division
User,2,Sentence,14246,Bad sentence division
User,2,Sentence,14261,Bad sentence division
User,2,Sentence,14262,Bad sentence division
User,2,Sentence,14269,Bad sentence division
User,3,Sentence,14270,Bad sentence division
User,1,Sentence,14281,Bad sentence division
User,1,Sentence,14282,Bad sentence division
User,2,Sentence,14311,Bad sentence division
User,5,Sentence,14315,Bad sentence division
User,2,Sentence,14316,Bad sentence division
User,2,Sentence,14319,Bad sentence division
User,5,Sentence,14342,Bad sentence division
User,2,Sentence,14391,Bad sentence division
User,2,Sentence,14425,Bad sentence division
User,2,Sentence,14426,Bad sentence division
User,2,Sentence,14434,Bad sentence division
User,2,Sentence,14435,Bad sentence division
User,3,Sentence,14436,Bad sentence division
User,2,Sentence,14486,Bad sentence division
User,2,Sentence,14546,Bad sentence division
User,2,Sentence,14547,Bad sentence division
User,2,Sentence,14560,Bad sentence division
User,2,Sentence,14570,Bad sentence division
User,2,Sentence,14571,Bad sentence division
User,2,Sentence,14590,Bad sentence division
User,2,Sentence,14592,Bad sentence division
User,2,Sentence,14597,Bad sentence division
User,2,Sentence,14621,Bad sentence division
User,2,Sentence,14622,Bad sentence division
User,2,Sentence,14651,Bad sentence division
User,2,Sentence,14655,Bad sentence division
User,2,Sentence,14827,Bad sentence division
User,2,Sentence,15340,Bad sentence division
User,2,Sentence,15845,Bad sentence division
User,2,Sentence,15846,Bad sentence division
User,2,Sentence,16267,Bad sentence division
User,2,Sentence,16298,Bad sentence division
User,2,Sentence,16299,Bad sentence division
User,2,Sentence,16345,Bad sentence division
User,2,Sentence,16354,Bad sentence division
User,2,Sentence,16355,Bad sentence division
User,2,Sentence,16363,Bad sentence division
User,2,Sentence,16364,Bad sentence division
User,2,Sentence,16369,Bad sentence division
User,2,Sentence,16375,Bad sentence division
User,2,Sentence,16386,Bad sentence division
User,2,Sentence,16398,Bad sentence division
User,2,Sentence,16399,Bad sentence division
User,2,Sentence,16409,Bad sentence division
User,2,Sentence,16452,Bad sentence division
User,2,Sentence,16482,Bad sentence division
User,2,Sentence,16483,Bad sentence division
User,2,Sentence,16500,Bad sentence division
User,2,Sentence,16501,Bad sentence division
User,2,Sentence,16511,Bad sentence division
User,2,Sentence,16527,Bad sentence division
User,2,Sentence,16564,Bad sentence division
User,2,Sentence,16565,Bad sentence division
User,2,Sentence,16566,Bad sentence division
User,2,Sentence,16572,Bad sentence division
User,2,Sentence,16609,Bad sentence division
User,2,Sentence,16621,Bad sentence division
User,2,Sentence,16629,Bad sentence division
User,2,Sentence,16630,Bad sentence division
User,2,Sentence,16649,Bad sentence division
User,2,Sentence,16660,Bad sentence division
User,2,Sentence,16661,Bad sentence division
User,2,Sentence,16674,Bad sentence division
User,2,Sentence,16707,Bad sentence division
User,2,Sentence,16718,Bad sentence division
User,2,Sentence,16723,Bad sentence division
User,2,Sentence,16724,Bad sentence division
User,2,Sentence,16734,Bad sentence division
User,2,Sentence,16737,Bad sentence division
User,2,Sentence,16761,Bad sentence division
User,2,Sentence,16804,Bad sentence division
User,2,Sentence,16838,Bad sentence division
User,2,Sentence,16860,Bad sentence division
User,2,Sentence,16861,Bad sentence division
User,2,Sentence,16894,Bad sentence division
User,2,Sentence,16896,Bad sentence division
User,5,Sentence,16922,Bad sentence division
User,2,Sentence,16954,Bad sentence division
User,2,Sentence,16998,Bad sentence division
User,2,Sentence,17038,Bad sentence division
User,2,Sentence,17039,Bad sentence division
User,2,Sentence,17102,Bad sentence division
User,2,Sentence,17104,Bad sentence division
User,2,Sentence,17105,Bad sentence division
User,2,Sentence,17206,Bad sentence division
User,2,Sentence,17221,Bad sentence division
User,2,Sentence,17231,Bad sentence division
User,2,Sentence,17242,Bad sentence division
User,2,Sentence,17245,Bad sentence division
User,2,Sentence,17255,Bad sentence division
User,2,Sentence,17260,Bad sentence division
User,2,Sentence,17271,Bad sentence division
User,2,Sentence,17294,Bad sentence division
User,2,Sentence,17298,Bad sentence division
User,2,Sentence,17360,Bad sentence division
User,2,Sentence,17366,Bad sentence division
User,2,Sentence,17373,Bad sentence division
User,2,Sentence,17379,Bad sentence division
User,2,Sentence,17395,Bad sentence division
User,2,Sentence,17396,Bad sentence division
User,2,Sentence,17406,Bad sentence division
User,2,Sentence,17440,Bad sentence division
User,2,Sentence,17441,Bad sentence division
User,2,Sentence,17457,Bad sentence division
User,2,Sentence,17459,Bad sentence division
User,2,Sentence,17473,Bad sentence division
User,2,Sentence,17478,Bad sentence division
User,2,Sentence,17487,Bad sentence division
User,2,Sentence,17498,Bad sentence division
User,2,Sentence,17501,Bad sentence division
User,2,Sentence,17502,Bad sentence division
User,2,Sentence,17503,Bad sentence division
User,2,Sentence,17505,Bad sentence division
User,2,Sentence,17537,Bad sentence division
User,2,Sentence,17538,Bad sentence division
User,2,Sentence,17548,Bad sentence division
User,2,Sentence,17572,Bad sentence division
User,2,Sentence,17588,Bad sentence division
User,2,Sentence,17589,Bad sentence division
User,2,Sentence,17634,Bad sentence division
User,2,Sentence,17641,Bad sentence division
User,2,Sentence,17642,Bad sentence division
User,2,Sentence,17659,Bad sentence division
User,2,Sentence,17673,Bad sentence division
User,2,Sentence,17710,Bad sentence division
User,2,Sentence,17711,Bad sentence division
User,2,Sentence,17724,Bad sentence division
User,2,Sentence,17756,Bad sentence division
User,2,Sentence,17795,Bad sentence division
User,2,Sentence,17834,Bad sentence division
User,2,Sentence,17837,Bad sentence division
User,2,Sentence,17844,Bad sentence division
User,2,Sentence,17848,Bad sentence division
User,2,Sentence,17888,Bad sentence division
User,2,Sentence,17891,Bad sentence division
User,2,Sentence,17908,Bad sentence division
User,2,Sentence,17910,Bad sentence division
User,2,Sentence,17911,Bad sentence division
User,2,Sentence,17914,Bad sentence division
User,2,Sentence,17929,Bad sentence division
User,2,Sentence,17964,Bad sentence division
User,5,Sentence,17980,Bad sentence division
User,2,Sentence,17991,Bad sentence division
User,2,Sentence,18023,Bad sentence division
User,2,Sentence,18063,Bad sentence division
User,2,Sentence,18120,Bad sentence division
User,2,Sentence,18307,Bad sentence division
User,2,Sentence,18317,Bad sentence division
User,2,Sentence,18318,Bad sentence division
User,2,Sentence,18365,Bad sentence division
User,2,Sentence,18393,Bad sentence division
User,2,Sentence,18401,Bad sentence division
User,2,Sentence,18423,Bad sentence division
User,2,Sentence,18432,Bad sentence division
User,2,Sentence,18476,Bad sentence division
User,2,Sentence,18479,Bad sentence division
User,2,Sentence,18523,Bad sentence division
User,2,Sentence,18525,Bad sentence division
User,2,Sentence,18530,Bad sentence division
User,2,Sentence,18542,Bad sentence division
User,2,Sentence,18547,Bad sentence division
User,2,Sentence,18567,Bad sentence division
User,2,Sentence,18568,Bad sentence division
User,2,Sentence,18584,Bad sentence division
User,2,Sentence,18598,Bad sentence division
User,2,Sentence,18685,Bad sentence division
User,2,Sentence,18747,Bad sentence division
User,2,Sentence,18780,Bad sentence division
User,2,Sentence,18781,Bad sentence division
User,2,Sentence,18836,Bad sentence division
User,2,Sentence,18838,Bad sentence division
User,2,Sentence,18846,Bad sentence division
User,2,Sentence,18851,Bad sentence division
User,2,Sentence,18864,Bad sentence division
User,2,Sentence,18865,Bad sentence division
User,2,Sentence,18937,Bad sentence division
User,2,Sentence,18949,Bad sentence division
User,2,Sentence,19030,Bad sentence division
User,2,Sentence,19126,Bad sentence division
User,2,Sentence,19131,Bad sentence division
User,2,Sentence,19140,Bad sentence division
User,2,Sentence,19236,Bad sentence division
User,2,Sentence,19304,Bad sentence division
User,5,Sentence,19388,Bad sentence division
User,2,Sentence,19392,Bad sentence division
User,2,Sentence,19432,Bad sentence division
User,2,Sentence,19474,Bad sentence division
User,5,Sentence,19529,Bad sentence division
User,2,Sentence,19559,Bad sentence division
User,2,Sentence,19561,Bad sentence division
User,3,Sentence,19564,Bad sentence division
User,2,Sentence,19579,Bad sentence division
User,3,Sentence,19581,Bad sentence division
User,5,Sentence,19606,Bad sentence division
User,2,Sentence,19618,Bad sentence division
User,5,Sentence,19626,Bad sentence division
User,5,Sentence,19635,Bad sentence division
User,2,Sentence,19637,Bad sentence division
User,2,Sentence,19656,Bad sentence division
User,3,Sentence,19661,Bad sentence division
User,2,Sentence,19663,Bad sentence division
User,2,Sentence,19665,Bad sentence division
User,2,Sentence,19667,Bad sentence division
User,5,Sentence,19682,Bad sentence division
User,1,Sentence,19690,Bad sentence division
User,1,Sentence,19691,Bad sentence division
User,1,Sentence,19706,Bad sentence division
User,1,Sentence,19707,Bad sentence division
User,2,Sentence,19708,Bad sentence division
User,2,Sentence,19720,Bad sentence division
User,2,Sentence,19753,Bad sentence division
User,2,Sentence,19769,Bad sentence division
User,2,Sentence,19784,Bad sentence division
User,2,Sentence,19787,Bad sentence division
User,2,Sentence,19789,Bad sentence division
User,2,Sentence,19792,Bad sentence division
User,2,Sentence,19797,Bad sentence division
User,2,Sentence,19800,Bad sentence division
User,2,Sentence,19820,Bad sentence division
User,2,Sentence,19831,Bad sentence division
User,2,Sentence,19880,Bad sentence division
User,2,Sentence,19911,Bad sentence division
User,2,Sentence,19944,Bad sentence division
User,2,Sentence,19992,Bad sentence division
User,2,Sentence,20042,Bad sentence division
User,2,Sentence,20044,Bad sentence division
User,2,Sentence,20073,Bad sentence division
User,2,Sentence,20313,Bad sentence division
User,2,Sentence,20586,Bad sentence division
User,2,Sentence,20813,Bad sentence division
User,17,Sentence,20916,Bad sentence division
User,2,Sentence,22052,Bad sentence division
User,2,Sentence,22064,Bad sentence division
User,2,Sentence,22388,Bad sentence division
User,5,Sentence,23454,Bad sentence division
User,2,Sentence,23479,Bad sentence division
User,2,Sentence,23504,Bad sentence division
User,2,Sentence,23505,Bad sentence division
User,2,Sentence,23521,Bad sentence division
User,2,Sentence,23684,Bad sentence division
User,5,Sentence,23774,Bad sentence division
User,2,Sentence,23776,Bad sentence division
User,2,Sentence,23881,Bad sentence division
User,2,Sentence,24074,Bad sentence division
User,2,Sentence,24307,Bad sentence division
User,2,Sentence,24749,Bad sentence division
User,2,Sentence,24754,Bad sentence division
User,2,Sentence,24755,Bad sentence division
User,2,Sentence,24765,Bad sentence division
User,3,Sentence,24768,Bad sentence division
User,2,Sentence,24770,Bad sentence division
User,2,Sentence,24788,Bad sentence division
User,2,Sentence,24796,Bad sentence division
User,2,Sentence,24817,Bad sentence division
User,2,Sentence,24837,Bad sentence division
User,2,Sentence,24861,Bad sentence division
User,2,Sentence,24909,Bad sentence division
User,2,Sentence,24957,Bad sentence division
User,2,Sentence,24965,Bad sentence division
User,2,Sentence,24969,Bad sentence division
User,2,Sentence,24984,Bad sentence division
User,2,Sentence,25005,Bad sentence division
User,2,Sentence,25010,Bad sentence division
User,2,Sentence,25011,Bad sentence division
User,2,Sentence,25019,Bad sentence division
User,2,Sentence,25027,Bad sentence division
User,2,Sentence,25033,Bad sentence division
User,2,Sentence,26541,Bad sentence division
User,2,Sentence,26544,Bad sentence division
User,2,Sentence,26553,Bad sentence division
User,2,Sentence,26556,Bad sentence division
User,2,Sentence,26558,Bad sentence division
User,2,Sentence,26562,Bad sentence division
User,2,Sentence,26574,Bad sentence division
User,2,Sentence,26582,Bad sentence division
User,2,Sentence,26587,Bad sentence division
User,2,Sentence,26588,Bad sentence division
User,2,Sentence,26595,Bad sentence division
User,2,Sentence,26596,Bad sentence division
User,2,Sentence,26606,Bad sentence division
User,2,Sentence,26608,Bad sentence division
User,2,Sentence,26609,Bad sentence division
User,2,Sentence,26610,Bad sentence division
User,2,Sentence,26612,Bad sentence division
User,2,Sentence,26613,Bad sentence division
User,2,Sentence,26614,Bad sentence division
User,2,Sentence,26620,Bad sentence division
User,2,Sentence,26627,Bad sentence division
User,2,Sentence,26640,Bad sentence division
User,2,Sentence,26642,Bad sentence division
User,2,Sentence,26643,Bad sentence division
User,2,Sentence,26646,Bad sentence division
User,2,Sentence,26649,Bad sentence division
User,5,Sentence,26650,Bad sentence division
User,2,Sentence,26652,Bad sentence division
User,2,Sentence,26655,Bad sentence division
User,2,Sentence,26665,Bad sentence division
User,2,Sentence,26666,Bad sentence division
User,2,Sentence,26667,Bad sentence division
User,2,Sentence,26677,Bad sentence division
User,2,Sentence,26685,Bad sentence division
User,2,Sentence,26687,Bad sentence division
User,2,Sentence,26688,Bad sentence division
User,2,Sentence,26690,Bad sentence division
User,2,Sentence,26702,Bad sentence division
User,2,Sentence,26703,Bad sentence division
User,2,Sentence,26709,Bad sentence division
User,2,Sentence,26710,Bad sentence division
User,2,Sentence,26716,Bad sentence division
User,2,Sentence,26718,Bad sentence division
User,2,Sentence,26725,Bad sentence division
User,2,Sentence,26734,Bad sentence division
User,2,Sentence,26738,Bad sentence division
User,2,Sentence,26747,Bad sentence division
User,2,Sentence,26749,Bad sentence division
User,2,Sentence,26750,Bad sentence division
User,2,Sentence,26758,Bad sentence division
User,2,Sentence,26801,Bad sentence division
User,2,Sentence,26808,Bad sentence division
User,2,Sentence,26816,Bad sentence division
User,2,Sentence,26828,Bad sentence division
User,2,Sentence,26834,Bad sentence division
User,2,Sentence,26836,Bad sentence division
User,2,Sentence,26837,Bad sentence division
User,2,Sentence,26841,Bad sentence division
User,2,Sentence,26843,Bad sentence division
User,2,Sentence,26850,Bad sentence division
User,2,Sentence,26851,Bad sentence division
User,2,Sentence,26853,Bad sentence division
User,2,Sentence,26863,Bad sentence division
User,2,Sentence,26877,Bad sentence division
User,2,Sentence,26896,Bad sentence division
User,2,Sentence,26898,Bad sentence division
User,2,Sentence,26899,Bad sentence division
User,2,Sentence,26905,Bad sentence division
User,2,Sentence,26906,Bad sentence division
User,2,Sentence,26910,Bad sentence division
User,2,Sentence,26911,Bad sentence division
User,2,Sentence,26922,Bad sentence division
User,5,Sentence,26935,Bad sentence division
User,2,Sentence,26937,Bad sentence division
User,2,Sentence,26943,Bad sentence division
User,2,Sentence,26948,Bad sentence division
User,2,Sentence,26952,Bad sentence division
User,2,Sentence,26970,Bad sentence division
User,2,Sentence,26973,Bad sentence division
User,2,Sentence,27028,Bad sentence division
User,2,Sentence,27029,Bad sentence division
User,2,Sentence,27033,Bad sentence division
User,2,Sentence,27038,Bad sentence division
User,2,Sentence,27046,Bad sentence division
User,2,Sentence,27062,Bad sentence division
User,2,Sentence,27063,Bad sentence division
User,2,Sentence,27070,Bad sentence division
User,2,Sentence,27071,Bad sentence division
User,2,Sentence,27074,Bad sentence division
User,2,Sentence,27078,Bad sentence division
User,2,Sentence,27079,Bad sentence division
User,2,Sentence,27080,Bad sentence division
User,2,Sentence,27081,Bad sentence division
User,2,Sentence,27082,Bad sentence division
User,2,Sentence,27083,Bad sentence division
User,2,Sentence,27085,Bad sentence division
User,2,Sentence,27086,Bad sentence division
User,2,Sentence,27087,Bad sentence division
User,2,Sentence,27088,Bad sentence division
User,2,Sentence,27089,Bad sentence division
User,2,Sentence,27090,Bad sentence division
User,2,Sentence,27091,Bad sentence division
User,2,Sentence,27092,Bad sentence division
User,2,Sentence,27093,Bad sentence division
User,2,Sentence,27094,Bad sentence division
User,2,Sentence,27096,Bad sentence division
User,2,Sentence,27098,Bad sentence division
User,2,Sentence,27100,Bad sentence division
User,2,Sentence,27101,Bad sentence division
User,2,Sentence,27102,Bad sentence division
User,2,Sentence,27103,Bad sentence division
User,5,Sentence,27104,Bad sentence division
User,2,Sentence,27105,Bad sentence division
User,2,Sentence,27109,Bad sentence division
User,2,Sentence,27129,Bad sentence division
User,2,Sentence,27130,Bad sentence division
User,2,Sentence,27131,Bad sentence division
User,2,Sentence,27132,Bad sentence division
User,2,Sentence,27139,Bad sentence division
User,2,Sentence,27141,Bad sentence division
User,2,Sentence,27173,Bad sentence division
User,2,Sentence,27188,Bad sentence division
User,5,Sentence,27199,Bad sentence division
User,2,Sentence,27206,Bad sentence division
User,2,Sentence,27208,Bad sentence division
User,2,Sentence,27211,Bad sentence division
User,2,Sentence,27212,Bad sentence division
User,2,Sentence,27221,Bad sentence division
User,2,Sentence,27225,Bad sentence division
User,2,Sentence,27228,Bad sentence division
User,2,Sentence,27230,Bad sentence division
User,2,Sentence,27248,Bad sentence division
User,2,Sentence,27253,Bad sentence division
User,2,Sentence,27256,Bad sentence division
User,2,Sentence,27850,Bad sentence division
User,3,Sentence,27868,Bad sentence division
User,2,Sentence,27869,Bad sentence division
User,2,Sentence,27878,Bad sentence division
User,2,Sentence,27904,Bad sentence division
User,2,Sentence,27917,Bad sentence division
User,2,Sentence,27981,Bad sentence division
User,2,Sentence,27995,Bad sentence division
User,2,Sentence,27996,Bad sentence division
User,3,Sentence,28011,Bad sentence division
User,2,Sentence,28029,Bad sentence division
User,2,Sentence,28057,Bad sentence division
User,2,Sentence,28137,Bad sentence division
User,2,Sentence,28162,Bad sentence division
User,2,Sentence,28213,Bad sentence division
User,2,Sentence,28241,Bad sentence division
User,2,Sentence,28260,Bad sentence division
User,2,Sentence,28276,Bad sentence division
User,2,Sentence,28277,Bad sentence division
User,2,Sentence,28278,Bad sentence division
User,2,Sentence,28289,Bad sentence division
User,2,Sentence,28295,Bad sentence division
User,2,Sentence,28296,Bad sentence division
User,2,Sentence,28298,Bad sentence division
User,2,Sentence,28300,Bad sentence division
User,2,Sentence,28331,Bad sentence division
User,2,Sentence,28342,Bad sentence division
User,2,Sentence,28343,Bad sentence division
User,2,Sentence,28353,Bad sentence division
User,2,Sentence,28355,Bad sentence division
User,2,Sentence,28383,Bad sentence division
User,3,Sentence,28409,Bad sentence division
User,2,Sentence,28412,Bad sentence division
User,2,Sentence,28416,Bad sentence division
User,2,Sentence,28417,Bad sentence division
User,2,Sentence,28431,Bad sentence division
User,2,Sentence,28434,Bad sentence division
User,2,Sentence,28443,Bad sentence division
User,2,Sentence,28456,Bad sentence division
User,2,Sentence,28460,Bad sentence division
User,2,Sentence,28468,Bad sentence division
User,2,Sentence,28487,Bad sentence division
User,2,Sentence,28490,Bad sentence division
User,2,Sentence,28497,Bad sentence division
User,2,Sentence,28508,Bad sentence division
User,2,Sentence,28514,Bad sentence division
User,2,Sentence,28519,Bad sentence division
User,2,Sentence,28538,Bad sentence division
User,3,Sentence,28564,Bad sentence division
User,2,Sentence,28880,Bad sentence division
User,2,Sentence,28893,Bad sentence division
User,2,Sentence,28911,Bad sentence division
User,2,Sentence,28913,Bad sentence division
User,2,Sentence,28944,Bad sentence division
User,2,Sentence,28946,Bad sentence division
User,2,Sentence,28949,Bad sentence division
User,2,Sentence,28964,Bad sentence division
User,2,Sentence,28971,Bad sentence division
User,2,Sentence,28978,Bad sentence division
User,2,Sentence,28991,Bad sentence division
User,2,Sentence,29001,Bad sentence division
User,2,Sentence,29003,Bad sentence division
User,2,Sentence,29009,Bad sentence division
User,2,Sentence,29013,Bad sentence division
User,2,Sentence,29029,Bad sentence division
User,2,Sentence,29038,Bad sentence division
User,2,Sentence,29041,Bad sentence division
User,2,Sentence,29058,Bad sentence division
User,2,Sentence,29066,Bad sentence division
User,2,Sentence,29074,Bad sentence division
User,2,Sentence,29079,Bad sentence division
User,3,Sentence,29093,Bad sentence division
User,3,Sentence,29098,Bad sentence division
User,2,Sentence,29100,Bad sentence division
User,6,Sentence,29424,Bad sentence division
User,2,Sentence,29438,Bad sentence division
User,2,Sentence,29440,Bad sentence division
User,2,Sentence,29460,Bad sentence division
User,2,Sentence,29469,Bad sentence division
User,2,Sentence,29477,Bad sentence division
User,2,Sentence,29483,Bad sentence division
User,2,Sentence,29493,Bad sentence division
User,2,Sentence,29495,Bad sentence division
User,2,Sentence,29498,Bad sentence division
User,2,Sentence,29503,Bad sentence division
User,2,Sentence,29504,Bad sentence division
User,2,Sentence,29508,Bad sentence division
User,2,Sentence,29518,Bad sentence division
User,2,Sentence,29544,Bad sentence division
User,2,Sentence,29545,Bad sentence division
User,2,Sentence,29550,Bad sentence division
User,2,Sentence,29568,Bad sentence division
User,2,Sentence,29570,Bad sentence division
User,2,Sentence,29571,Bad sentence division
User,2,Sentence,29583,Bad sentence division
User,2,Sentence,29585,Bad sentence division
User,2,Sentence,29586,Bad sentence division
User,2,Sentence,29969,Bad sentence division
User,2,Sentence,29971,Bad sentence division
User,2,Sentence,29973,Bad sentence division
User,2,Sentence,29974,Bad sentence division
User,2,Sentence,29975,Bad sentence division
User,2,Sentence,29976,Bad sentence division
User,2,Sentence,29987,Bad sentence division
User,2,Sentence,29989,Bad sentence division
User,2,Sentence,29995,Bad sentence division
User,2,Sentence,30006,Bad sentence division
User,2,Sentence,30011,Bad sentence division
User,2,Sentence,30018,Bad sentence division
User,2,Sentence,30037,Bad sentence division
User,2,Sentence,30149,Bad sentence division
User,2,Sentence,30156,Bad sentence division
User,2,Sentence,30165,Bad sentence division
User,2,Sentence,30169,Bad sentence division
User,2,Sentence,30176,Bad sentence division
User,2,Sentence,30183,Bad sentence division
User,2,Sentence,30195,Bad sentence division
User,2,Sentence,30200,Bad sentence division
User,2,Sentence,30201,Bad sentence division
User,2,Sentence,30204,Bad sentence division
User,2,Sentence,30205,Bad sentence division
User,2,Sentence,30210,Bad sentence division
User,2,Sentence,30211,Bad sentence division
User,2,Sentence,30247,Bad sentence division
User,2,Sentence,30248,Bad sentence division
User,2,Sentence,30330,Bad sentence division
User,2,Sentence,30331,Bad sentence division
User,2,Sentence,30341,Bad sentence division
User,2,Sentence,30347,Bad sentence division
User,2,Sentence,30353,Bad sentence division
User,2,Sentence,30355,Bad sentence division
User,2,Sentence,30356,Bad sentence division
User,2,Sentence,30359,Bad sentence division
User,2,Sentence,30360,Bad sentence division
User,2,Sentence,30366,Bad sentence division
User,2,Sentence,30370,Bad sentence division
User,2,Sentence,30376,Bad sentence division
User,2,Sentence,30381,Bad sentence division
User,2,Sentence,30382,Bad sentence division
User,2,Sentence,30392,Bad sentence division
User,2,Sentence,30396,Bad sentence division
User,2,Sentence,30398,Bad sentence division
User,2,Sentence,30399,Bad sentence division
User,2,Sentence,30414,Bad sentence division
