SEMANTIC_RELATION_TYPE_TAG,SEMANTIC_RELATION_TAG,CONTROLLER_ID,TARGET_ID
discourse,TEMPORAL_Narration_same story,323162,323154
discourse,CONTINGENCY_Condition_factual present,323167,323171
discourse,ATTRIBUTION_Content_speech content,323171,323162
discourse,CONTINGENCY_Cause_,323176,323171
discourse,ATTRIBUTION_Content_verbal non-speech content,323182,323176
discourse,TEMPORAL_Continuation_,323193,323182
discourse,CONTINGENCY_Purpose_,323197,323193
discourse,TEMPORAL_Narration_same story,323205,323162
discourse,TEMPORAL_Continuation_,323206,323205
discourse,ATTRIBUTION_Content_speech content,323211,323206
discourse,ATTRIBUTION_Content_speech content,323214,323211
discourse,TEMPORAL_Asynchronous_precedence,323221,323226
discourse,TEMPORAL_Narration_same story,323226,323206
discourse,TEMPORAL_Narration_,323233,323226
discourse,TEMPORAL_Narration_same story,323247,323233
discourse,TEMPORAL_Narration_same story,323257,323247
discourse,TEMPORAL_Synchronous_circumstance,323263,323257
discourse,TEMPORAL_Narration_new story,323268,323257
discourse,EXPANSION_Elaboration_characterization,323273,323268
discourse,TEMPORAL_Narration_same story,323277,323268
discourse,TEMPORAL_Narration_same story,323292,323277
discourse,CONTINGENCY_Purpose_,323293,323292
discourse,TEMPORAL_Narration_same story,323296,323292
discourse,TEMPORAL_Asynchronous_precedence,323304,323307
discourse,TEMPORAL_Narration_same story,323307,323296
discourse,CONTINGENCY_Cause_reason,756143,758263
discourse,ATTRIBUTION_Content_verbal non-speech content,758263,323311
discourse,TEMPORAL_Narration_same story,756147,758263
discourse,CONTINGENCY_Purpose_,756149,756147
discourse,TEMPORAL_Continuation_,756155,756283
discourse,TEMPORAL_Continuation_,756159,756155
discourse,TEMPORAL_Continuation_,756283,756149
discourse,TEMPORAL_Narration_same story,323345,323307
discourse,TEMPORAL_Narration_same story,323348,323345
discourse,TEMPORAL_Narration_same story,323351,323348
discourse,TEMPORAL_Narration_same story,323360,323351
discourse,TEMPORAL_Narration_same story,756163,323360
discourse,ATTRIBUTION_Content_speech content,756170,756165
discourse,TEMPORAL_Narration_same story,323382,756163
discourse,TEMPORAL_Continuation_,323385,323382
discourse,TEMPORAL_Continuation_,323399,323385
discourse,ATTRIBUTION_Content_speech content,323403,323399
discourse,TEMPORAL_Narration_same story,323408,323399
discourse,ATTRIBUTION_Content_speech content,323413,323408
discourse,ATTRIBUTION_Expressive_speech expressive,323419,323416
discourse,EXPANSION_Restatement_,323421,323413
discourse,CONTINGENCY_Result_pragmatic result,323430,323421
discourse,TEMPORAL_Narration_same story,323438,323408
discourse,ATTRIBUTION_Content_speech content,323442,323438
discourse,ATTRIBUTION_Content_speech content,323448,323442
discourse,TEMPORAL_Continuation_,323457,323442
discourse,EXPANSION_Elaboration_background,323462,323495
discourse,TEMPORAL_Synchronous_overlap,323472,323462
discourse,CONTINGENCY_Result_real result,323483,323472
discourse,ATTRIBUTION_Content_speech content,323495,323457
discourse,EXPANSION_Elaboration_background,323510,323522
discourse,COMPARISON_Juxtaposition_parallel,323522,323495
discourse,TEMPORAL_Narration_same story,323530,323438
discourse,TEMPORAL_Synchronous_overlap,323536,323530
discourse,CONTINGENCY_Cause_reason,323536,323530
discourse,TEMPORAL_Narration_same story,323540,323530
discourse,TEMPORAL_Narration_same story,323541,323540
discourse,TEMPORAL_Narration_same story,323548,323541
discourse,CONTINGENCY_Purpose_,323562,323548
discourse,TEMPORAL_Narration_same story,323567,323548
discourse,TEMPORAL_Narration_same story,323571,323567
discourse,TEMPORAL_Narration_new story,323574,323571
discourse,TEMPORAL_Narration_same story,323582,323574
discourse,TEMPORAL_Narration_same story,323590,323582
discourse,CONTINGENCY_Cause_reason,323599,323590
discourse,EXPANSION_Elaboration_background,323608,323616
discourse,EXPANSION_Elaboration_characterization,323610,323608
discourse,TEMPORAL_Narration_same story,323616,323590
discourse,ATTRIBUTION_Expressive_speech expressive,323620,323616
discourse,ATTRIBUTION_Expressive_speech expressive,323627,323616
discourse,ATTRIBUTION_Content_speech content,756178,323616
discourse,TEMPORAL_Continuation_,323630,756178
discourse,CONTINGENCY_Purpose_,323631,323630
discourse,TEMPORAL_Continuation_,756179,323630
discourse,ATTRIBUTION_Content_Non-verbal content,756182,756179
discourse,EXPANSION_Restatement_specification,756187,756182
discourse,TEMPORAL_Narration_same story,323645,323616
discourse,TEMPORAL_Coincidence_means,323649,323645
discourse,ATTRIBUTION_Content_speech content,323651,323649
discourse,TEMPORAL_Continuation_,323653,323651
discourse,TEMPORAL_Narration_same story,323658,323645
discourse,TEMPORAL_Narration_same story,323665,323658
discourse,TEMPORAL_Synchronous_circumstance,323669,323665
discourse,TEMPORAL_Narration_same story,323673,323665
discourse,TEMPORAL_Narration_same story,323679,323673
discourse,TEMPORAL_Coincidence_means,323682,323679
discourse,CONTINGENCY_Cause_Pragmatic reason,323694,756237
discourse,CONTINGENCY_Result_real result,323700,323694
discourse,ATTRIBUTION_Content_speech content,756237,323682
discourse,TEMPORAL_Narration_same story,323703,323679
discourse,TEMPORAL_Asynchronous_precedence,323713,323718
discourse,TEMPORAL_Narration_new story,323718,323703
discourse,EXPANSION_Elaboration_background,323728,323734
discourse,TEMPORAL_Narration_same story,323734,323718
discourse,TEMPORAL_Narration_same story,323740,323734
discourse,TEMPORAL_Narration_same story,323743,323740
discourse,TEMPORAL_Narration_same story,323748,323743
discourse,TEMPORAL_Narration_same story,323753,323748
discourse,TEMPORAL_Narration_same story,323754,323753
discourse,TEMPORAL_Synchronous_overlap,323757,323767
discourse,TEMPORAL_Narration_same story,323767,323754
discourse,TEMPORAL_Coincidence_means,323779,323780
discourse,TEMPORAL_Narration_same story,323780,323767
discourse,TEMPORAL_Narration_same story,756243,323780
discourse,TEMPORAL_Synchronous_circumstance,756249,756243
discourse,TEMPORAL_Continuation_,756251,756249
discourse,ATTRIBUTION_Content_speech content,756254,756251
discourse,TEMPORAL_Coincidence_means,323802,323804
discourse,TEMPORAL_Narration_same story,323804,756243
discourse,CONTINGENCY_Cause_reason,323809,323804
discourse,ATTRIBUTION_Content_Non-verbal content,323813,323809
discourse,TEMPORAL_Asynchronous_precedence,323815,323818
discourse,TEMPORAL_Narration_new story,323818,323804
discourse,TEMPORAL_Narration_same story,323819,323818
discourse,TEMPORAL_Narration_same story,323827,323819
discourse,TEMPORAL_Narration_same story,323831,323827
discourse,TEMPORAL_Narration_same story,323836,323831
discourse,CONTINGENCY_Purpose_,323840,323836
discourse,TEMPORAL_Narration_same story,756263,323836
discourse,ATTRIBUTION_Content_speech content,756273,756263
discourse,CONTINGENCY_Cause_reason,756281,756273
discourse,TEMPORAL_Narration_same story,323868,756263
discourse,TEMPORAL_Synchronous_overlap,323882,323876
discourse,TEMPORAL_Continuation_,323885,323882
discourse,TEMPORAL_Narration_same story,323893,323876
discourse,TEMPORAL_Narration_same story,323901,323893
discourse,TEMPORAL_Narration_same story,323914,323901
discourse,TEMPORAL_Narration_same story,323915,323914
discourse,TEMPORAL_Narration_same story,758541,323915
discourse,TEMPORAL_Narration_same story,758550,758541
discourse,ATTRIBUTION_Content_speech content,758555,758550
discourse,TEMPORAL_Narration_same story,758557,758550
discourse,TEMPORAL_Narration_same story,758562,758557
discourse,TEMPORAL_Asynchronous_precedence,323949,323952
discourse,TEMPORAL_Narration_same story,323952,758562
discourse,ATTRIBUTION_Content_speech content,323957,323952
discourse,TEMPORAL_Narration_same story,323962,323957
discourse,TEMPORAL_Narration_same story,323970,323952
discourse,TEMPORAL_Continuation_,323972,323970
discourse,ATTRIBUTION_Expressive_speech expressive,323974,323972
discourse,COMPARISON_Concession_,323979,323981
discourse,COMPARISON_Concession_,323981,323988
discourse,ATTRIBUTION_Content_speech content,323988,323972
discourse,TEMPORAL_Asynchronous_precedence,323994,323995
discourse,TEMPORAL_Narration_same story,323995,323972
discourse,CONTINGENCY_Result_real result,324000,323995
discourse,TEMPORAL_Narration_same story,324007,323995
discourse,ATTRIBUTION_Content_,324015,324007
discourse,TEMPORAL_Narration_same story,324016,324015
discourse,TEMPORAL_Narration_same story,324020,324007
discourse,TEMPORAL_Narration_same story,324023,324020
discourse,CONTINGENCY_Result_real result,324029,324023
discourse,TEMPORAL_Asynchronous_precedence,324032,324036
discourse,TEMPORAL_Narration_same story,324036,324023
discourse,TEMPORAL_Synchronous_circumstance,324040,324036
discourse,ATTRIBUTION_Content_speech content,324042,324040
discourse,CONTINGENCY_Cause_pragmatic cause,324049,324042
discourse,ATTRIBUTION_Expressive_speech expressive,324051,324040
discourse,CONTINGENCY_Cause_reason,324055,324036
discourse,EXPANSION_Elaboration_characterization,324080,582052
discourse,EXPANSION_Addition_,582052,324055
discourse,TEMPORAL_Narration_same story,324086,324036
discourse,ATTRIBUTION_Content_speech content,324094,324086
discourse,TEMPORAL_Continuation_,324100,324094
discourse,TEMPORAL_Asynchronous_precedence,324104,324111
discourse,TEMPORAL_Narration_same story,324111,324086
discourse,TEMPORAL_Narration_same story,324113,324111
discourse,TEMPORAL_Narration_new story,324117,324113
discourse,TEMPORAL_Synchronous_overlap,324120,324117
discourse,TEMPORAL_Narration_same story,582053,324117
discourse,TEMPORAL_Asynchronous_precedence,324133,324138
discourse,TEMPORAL_Narration_same story,324138,582053
discourse,TEMPORAL_Narration_same story,324141,324138
discourse,TEMPORAL_Coincidence_means,324143,324141
discourse,ATTRIBUTION_Expressive_speech expressive,324145,324143
discourse,CONTINGENCY_Condition_hypothetical,324148,324150
discourse,ATTRIBUTION_Content_speech content,324150,324143
discourse,TEMPORAL_Narration_same story,324155,324141
discourse,TEMPORAL_Narration_same story,324158,324155
discourse,TEMPORAL_Synchronous_circumstance,324160,324158
discourse,ATTRIBUTION_Content_speech content,324162,324160
discourse,TEMPORAL_Continuation_,324164,324162
discourse,TEMPORAL_Narration_same story,324170,324158
discourse,TEMPORAL_Narration_same story,324176,324170
discourse,ATTRIBUTION_Content_speech content,324179,324176
discourse,COMPARISON_Juxtaposition_contrast,324182,324179
discourse,TEMPORAL_Narration_same story,324183,324182
discourse,TEMPORAL_Narration_same story,324189,324183
discourse,COMPARISON_Sameness_,324195,324189
discourse,TEMPORAL_Narration_new story,324202,324176
discourse,TEMPORAL_Narration_same story,324211,324202
discourse,CONTINGENCY_Purpose_,324214,324211
discourse,TEMPORAL_Continuation_,324216,324214
discourse,TEMPORAL_Narration_same story,324224,324211
discourse,TEMPORAL_Narration_same story,324230,324224
discourse,EXPANSION_Elaboration_background,324233,324284
discourse,TEMPORAL_Continuation_,324240,324233
discourse,TEMPORAL_Continuation_,324244,324240
discourse,EXPANSION_Elaboration_characterization,324251,324244
discourse,TEMPORAL_Continuation_,324266,324244
discourse,TEMPORAL_Narration_same story,324284,582054
discourse,TEMPORAL_Narration_new story,582054,324230
discourse,CONTINGENCY_Cause_reason,324294,324302
discourse,ATTRIBUTION_Content_Non-verbal content,324296,324294
discourse,TEMPORAL_Narration_same story,324302,324284
discourse,TEMPORAL_Narration_same story,324309,324302
discourse,TEMPORAL_Asynchronous_precedence,324322,324326
discourse,TEMPORAL_Narration_same story,324326,324309
discourse,ATTRIBUTION_Expressive_speech expressive,324328,324326
discourse,ATTRIBUTION_Content_speech content,324330,324326
discourse,TEMPORAL_Narration_same story,324337,324326
discourse,TEMPORAL_Coincidence_means,324344,324337
discourse,ATTRIBUTION_Content_speech content,324347,324344
discourse,EXPANSION_Elaboration_characterization,324350,324347
discourse,CONTINGENCY_Cause_pragmatic cause,324354,324347
discourse,CONTINGENCY_Cause_reason,324363,324370
discourse,TEMPORAL_Asynchronous_precedence,324363,324370
discourse,TEMPORAL_Narration_same story,324370,324337
discourse,TEMPORAL_Continuation_,324371,324370
discourse,ATTRIBUTION_Content_speech content,324376,324371
discourse,TEMPORAL_Continuation_,324383,324376
discourse,EXPANSION_Restatement_equivalence,324386,324383
discourse,ATTRIBUTION_Content_speech content,324388,324386
discourse,EXPANSION_Alternative_disjunctive,324395,324386
discourse,ATTRIBUTION_Content_speech content,324397,324395
discourse,TEMPORAL_Narration_same story,324399,324397
discourse,CONTINGENCY_Purpose_,759853,759866
discourse,ATTRIBUTION_Content_Non-verbal content,759860,759853
discourse,TEMPORAL_Narration_same story,759866,324371
discourse,ATTRIBUTION_Content_speech content,788344,759866
discourse,ATTRIBUTION_Content_speech content,324424,788344
discourse,TEMPORAL_Narration_same story,324426,324424
discourse,TEMPORAL_Narration_same story,324430,324426
discourse,TEMPORAL_Narration_same story,324438,759866
discourse,TEMPORAL_Narration_same story,324442,324438
discourse,TEMPORAL_Narration_same story,324447,324442
discourse,TEMPORAL_Synchronous_circumstance,324452,324447
discourse,TEMPORAL_Narration_same story,324458,324447
discourse,TEMPORAL_Narration_same story,324462,324458
discourse,TEMPORAL_Narration_same story,324467,324462
discourse,TEMPORAL_Narration_same story,324469,324467
discourse,ATTRIBUTION_Content_speech content,324471,324469
discourse,TEMPORAL_Narration_new story,324478,324469
discourse,TEMPORAL_Narration_same story,324481,324478
discourse,ATTRIBUTION_Content_Non-verbal content,324485,324481
discourse,TEMPORAL_Narration_same story,324491,324481
discourse,ATTRIBUTION_Content_speech content,324494,324491
discourse,TEMPORAL_Narration_same story,324498,324491
discourse,TEMPORAL_Narration_same story,324500,324498
discourse,TEMPORAL_Narration_same story,324501,324500
discourse,TEMPORAL_Narration_same story,324505,324501
discourse,EXPANSION_Elaboration_explanation,324516,324505
discourse,TEMPORAL_Narration_same story,324529,324505
discourse,TEMPORAL_Synchronous_circumstance,324540,324529
discourse,ATTRIBUTION_Content_speech content,324549,324540
discourse,TEMPORAL_Continuation_,324551,324549
discourse,TEMPORAL_Narration_same story,324554,324529
discourse,TEMPORAL_Continuation_,324557,324554
discourse,ATTRIBUTION_Content_speech content,324563,324557
discourse,COMPARISON_Juxtaposition_parallel,324573,324563
discourse,CONTINGENCY_Purpose_,324574,324573
discourse,TEMPORAL_Narration_same story,324583,324557
discourse,ATTRIBUTION_Content_speech content,324590,324583
discourse,TEMPORAL_Continuation_,324594,324590
discourse,COMPARISON_Juxtaposition_contrast,324606,324590
discourse,EXPANSION_Addition_,582056,324590
discourse,TEMPORAL_Narration_same story,324612,324583
discourse,ATTRIBUTION_Content_speech content,324617,324612
discourse,TEMPORAL_Synchronous_overlap,324629,324617
discourse,COMPARISON_Juxtaposition_contrast,324634,324617
discourse,TEMPORAL_Asynchronous_precedence,324640,324647
discourse,TEMPORAL_Narration_same story,324647,324634
discourse,TEMPORAL_Narration_same story,324653,324612
discourse,ATTRIBUTION_Content_speech content,324665,324653
discourse,TEMPORAL_Narration_same story,324666,324665
discourse,CONTINGENCY_Cause_reason,324678,324666
discourse,TEMPORAL_Continuation_,324683,324678
discourse,CONTINGENCY_Condition_hypothetical,582066,324678
discourse,COMPARISON_Juxtaposition_parallel,324693,324665
discourse,CONTINGENCY_Cause_reason,324704,324693
discourse,TEMPORAL_Continuation_,324714,324704
discourse,CONTINGENCY_Condition_hypothetical,582067,324704
discourse,COMPARISON_Juxtaposition_contrast,758614,324693
